序号,主修专业,GPA分段,挂科门数,奖学金级别,四六级成绩,计算机等级,双学位辅修,实习类型,实习企业规模,实习岗位相关性,岗位类型,岗位名称,起薪
231,英语,3.0-3.5,0,无,405 (未通过),无,新媒体,日常实习,传媒机构,部分相关,非技术岗,教育培训,7500
232,通信工程,3.0-3.5,0,无,463 (通过),二级,无,暑期实习,行业龙头,部分相关,技术岗,自动化控制师,12000
233,机械工程,3.5+,0,校奖,581 (通过),三级,无,日常实习,央企,完全相关,技术岗,机械设计师,10500
234,人工智能,3.0-3.5,0,无,426 (通过),四级,无,日常实习,中小型企业,完全相关,技术岗,软件开发工程师,13500
235,计算机科学与技术,3.0-3.5,0,无,456 (通过),三级,无,暑期实习,中小型企业,部分相关,非技术岗,技术销售,13000
236,软件工程,3.0-3.5,0,省奖,527 (通过),三级,无,毕业实习,上市科技公司,完全相关,非技术岗,技术销售,14000
237,电子工程,3.5+,0,无,537 (通过),二级,无,毕业实习,中小型企业,完全相关,非技术岗,项目协调员,11000
238,计算机科学与技术,3.5+,0,校奖,605 (通过),三级,无,暑期实习,独角兽企业,完全相关,非技术岗,IT项目经理,13500
239,软件工程,3.0-3.5,0,无,476 (通过),三级,无,暑期实习,上市科技公司,完全相关,技术岗,算法工程师,14500
240,金融学,3.5+,0,校奖,613 (通过),二级,无,日常实习,四大会计师事务所,完全相关,非技术岗,HRBP,11000
241,机械工程,3.0-3.5,0,校奖,555 (通过),三级,无,暑期实习,国企,完全相关,技术岗,机械设计师,10000
242,通信工程,3.0-3.5,0,无,495 (通过),二级,无,毕业实习,中小型企业,完全相关,技术岗,电子工程师,12000
243,信息安全,3.0-3.5,0,无,471 (通过),三级,无,日常实习,中小型企业,部分相关,非技术岗,产品经理,14000
244,人工智能,2.0-3.0,0,无,388 (未通过),四级,金融学,毕业实习,中小型企业,完全相关,技术岗,数据分析师,13000
245,金融学,2.0-3.0,0,无,389 (未通过),二级,无,毕业实习,创业公司,部分相关,非技术岗,供应链管理,11500
246,金融学,2.0-3.0,1,无,395 (未通过),无,计算机科学,毕业实习,外资企业,完全相关,技术岗,财务分析师,10000
247,信息安全,3.0-3.5,0,无,444 (通过),三级,电子工程,暑期实习,上市科技公司,完全相关,技术岗,数据分析师,14000
248,电子工程,3.5+,0,省奖,503 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,电子工程师,13500
249,电子工程,3.0-3.5,0,无,396 (未通过),二级,无,暑期实习,央企,完全相关,技术岗,自动化控制师,11500
250,通信工程,3.5+,0,无,579 (通过),三级,无,暑期实习,行业龙头,部分相关,技术岗,自动化控制师,12000
251,材料工程,3.0-3.5,0,无,472 (通过),二级,计算机科学,暑期实习,外企,完全相关,非技术岗,生产主管,10000
252,新闻学,2.0-3.0,2,无,466 (通过),无,无,毕业实习,自由职业,无关,非技术岗,行政助理,7500
253,信息安全,3.0-3.5,0,无,469 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,14500
254,电子工程,3.5+,0,无,492 (通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,项目协调员,13000
255,计算机科学与技术,3.5+,0,无,561 (通过),三级,数学,日常实习,独角兽企业,完全相关,技术岗,算法工程师,13500
256,计算机科学与技术,3.5+,0,校奖,592 (通过),三级,无,日常实习,独角兽企业,无关,技术岗,系统架构师,15000
257,信息安全,2.0-3.0,0,无,396 (未通过),三级,无,暑期实习,上市科技公司,完全相关,非技术岗,IT项目经理,13500
258,法学,3.0-3.5,0,无,500 (通过),一级,无,暑期实习,教育机构,部分相关,技术岗,其他,8500
259,通信工程,3.5+,0,无,465 (通过),三级,无,暑期实习,行业龙头,部分相关,技术岗,通信工程师,13000
260,英语,2.0-3.0,0,无,469 (通过),一级,无,暑期实习,传媒机构,完全相关,技术岗,其他,8500
261,软件工程,3.5+,0,校奖,537 (通过),三级,数学,暑期实习,世界500强,完全相关,非技术岗,产品经理,16000
262,金融学,3.5+,0,校奖,565 (通过),二级,无,日常实习,金融机构,部分相关,技术岗,财务分析师,11500
263,人工智能,3.5+,0,校奖,479 (通过),三级,数学,暑期实习,中小型企业,完全相关,技术岗,数据分析师,14500
264,人工智能,2.0-3.0,1,无,344 (未通过),三级,金融学,毕业实习,中小型企业,部分相关,技术岗,算法工程师,13500
265,自动化,3.5+,0,无,550 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,通信工程师,12000
266,工商管理,2.0-3.0,0,无,390 (未通过),二级,无,毕业实习,金融机构,完全相关,技术岗,财务分析师,11500
267,英语,3.0-3.5,0,无,493 (通过),无,无,暑期实习,教育机构,完全相关,非技术岗,内容运营,7500
268,英语,3.0-3.5,0,无,488 (通过),一级,无,毕业实习,事业单位,完全相关,技术岗,其他,8000
269,会计学,3.5+,0,校奖,518 (通过),二级,无,日常实习,创业公司,完全相关,非技术岗,市场营销专员,10500
270,自动化,3.0-3.5,0,无,456 (通过),二级,无,日常实习,央企,部分相关,技术岗,电子工程师,12500
271,市场营销,3.0-3.5,0,无,467 (通过),无,心理学,暑期实习,金融机构,完全相关,技术岗,财务分析师,10500
272,新闻学,2.0-3.0,0,无,400 (未通过),无,无,毕业实习,事业单位,部分相关,技术岗,其他,8500
273,人工智能,3.0-3.5,0,无,434 (通过),三级,无,暑期实习,独角兽企业,完全相关,技术岗,算法工程师,13500
274,计算机科学与技术,3.5+,0,无,562 (通过),三级,电子工程,毕业实习,独角兽企业,部分相关,技术岗,系统架构师,13500
275,英语,2.0-3.0,1,无,421 (未通过),无,新媒体,日常实习,事业单位,完全相关,技术岗,其他,7500
276,市场营销,2.0-3.0,0,无,369 (未通过),无,法学,毕业实习,四大会计师事务所,完全相关,非技术岗,供应链管理,10000
277,计算机科学与技术,3.5+,0,无,555 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,软件开发工程师,14500
278,计算机科学与技术,3.5+,0,校奖,599 (通过),三级,电子工程,毕业实习,独角兽企业,完全相关,非技术岗,IT项目经理,16000
279,工商管理,3.5+,0,无,521 (通过),二级,无,日常实习,四大会计师事务所,无关,技术岗,财务分析师,11000
280,自动化,3.0-3.5,0,无,353 (未通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,电子工程师,11500
281,信息安全,3.0-3.5,0,无,512 (通过),四级,无,毕业实习,世界500强,完全相关,非技术岗,产品经理,14500
282,土木工程,3.5+,0,国奖,641 (通过),二级,无,暑期实习,民营企业,部分相关,非技术岗,生产主管,11000
283,机械工程,3.0-3.5,0,无,566 (通过),二级,无,暑期实习,国企,完全相关,技术岗,机械设计师,11000
284,工商管理,3.0-3.5,0,无,474 (通过),无,无,日常实习,创业公司,完全相关,技术岗,量化研究员,12000
285,软件工程,3.0-3.5,0,省奖,530 (通过),三级,无,毕业实习,上市科技公司,完全相关,非技术岗,技术销售,15000
286,电子工程,3.5+,0,无,581 (通过),三级,无,日常实习,中小型企业,无关,技术岗,通信工程师,12000
287,市场营销,3.0-3.5,0,无,415 (未通过),无,无,日常实习,创业公司,无关,技术岗,量化研究员,11000
288,人工智能,3.5+,0,校奖,520 (通过),三级,无,日常实习,独角兽企业,无关,非技术岗,技术销售,14500
289,电子工程,3.5+,0,省奖,597 (通过),二级,无,暑期实习,央企,无关,技术岗,自动化控制师,12500
290,软件工程,3.5+,0,校奖,662 (通过),三级,无,毕业实习,上市科技公司,部分相关,技术岗,数据分析师,14000
291,电子工程,3.0-3.5,0,无,476 (通过),三级,无,毕业实习,行业龙头,部分相关,技术岗,自动化控制师,11500
292,通信工程,3.0-3.5,0,无,467 (通过),二级,无,日常实习,中小型企业,部分相关,技术岗,通信工程师,12000
293,英语,3.0-3.5,0,无,398 (未通过),一级,经济学,暑期实习,事业单位,完全相关,非技术岗,内容运营,8000
294,软件工程,2.0-3.0,0,无,398 (未通过),三级,金融学,日常实习,上市科技公司,无关,技术岗,系统架构师,13000
295,信息安全,3.0-3.5,0,无,455 (通过),四级,无,日常实习,上市科技公司,无关,非技术岗,技术销售,14000
296,通信工程,3.0-3.5,0,无,549 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,自动化控制师,12000
297,汉语言文学,2.0-3.0,1,无,360 (未通过),一级,无,暑期实习,自由职业,完全相关,非技术岗,行政助理,8000
298,计算机科学与技术,3.0-3.5,0,无,571 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,系统架构师,13500
299,信息安全,3.5+,0,无,561 (通过),三级,数学,毕业实习,上市科技公司,部分相关,技术岗,数据分析师,13500
300,市场营销,3.0-3.5,0,无,486 (通过),二级,无,日常实习,外资企业,部分相关,技术岗,财务分析师,11000
301,会计学,3.0-3.5,0,无,419 (未通过),二级,无,日常实习,四大会计师事务所,部分相关,技术岗,财务分析师,11000
302,汉语言文学,3.0-3.5,0,无,500 (通过),无,无,毕业实习,教育机构,完全相关,技术岗,其他,7500
303,机械工程,2.0-3.0,0,无,446 (通过),二级,无,暑期实习,央企,完全相关,非技术岗,质量检测员,10500
304,市场营销,2.0-3.0,0,无,477 (通过),二级,无,毕业实习,外资企业,完全相关,技术岗,财务分析师,11000
305,工商管理,3.5+,0,无,508 (通过),无,计算机科学,毕业实习,四大会计师事务所,完全相关,技术岗,量化研究员,10500
306,通信工程,2.0-3.0,0,无,422 (未通过),三级,无,日常实习,行业龙头,无关,技术岗,电子工程师,12000
307,新闻学,2.0-3.0,0,无,471 (通过),无,无,毕业实习,传媒机构,完全相关,非技术岗,教育培训,7500
308,电子工程,3.0-3.5,0,无,450 (通过),三级,无,日常实习,中小型企业,部分相关,技术岗,通信工程师,12000
309,机械工程,3.0-3.5,0,无,486 (通过),三级,无,毕业实习,央企,完全相关,技术岗,结构工程师,11000
310,计算机科学与技术,3.0-3.5,0,无,518 (通过),四级,无,毕业实习,上市科技公司,完全相关,技术岗,系统架构师,13500
311,自动化,3.5+,0,省奖,532 (通过),三级,无,毕业实习,研究院所,完全相关,非技术岗,项目协调员,11500
312,自动化,3.0-3.5,0,无,521 (通过),二级,无,暑期实习,行业龙头,部分相关,技术岗,电子工程师,11500
313,工商管理,3.5+,0,校奖,564 (通过),二级,计算机科学,暑期实习,金融机构,完全相关,非技术岗,供应链管理,11500
314,材料工程,3.0-3.5,0,无,434 (通过),二级,无,日常实习,国企,部分相关,技术岗,机械设计师,10000
315,金融学,3.5+,0,省奖,482 (通过),二级,无,日常实习,四大会计师事务所,完全相关,技术岗,量化研究员,10500
316,机械工程,3.5+,0,国奖,563 (通过),二级,无,日常实习,国企,完全相关,非技术岗,生产主管,10500
317,机械工程,3.0-3.5,0,无,559 (通过),二级,无,日常实习,央企,完全相关,技术岗,机械设计师,10000
318,法学,3.0-3.5,0,无,581 (通过),一级,无,日常实习,教育机构,部分相关,技术岗,其他,7500
319,会计学,3.0-3.5,0,省奖,487 (通过),二级,无,毕业实习,四大会计师事务所,无关,技术岗,量化研究员,10500
320,汉语言文学,3.0-3.5,0,无,483 (通过),无,无,毕业实习,事业单位,完全相关,技术岗,其他,7500
321,金融学,2.0-3.0,0,无,416 (未通过),无,无,毕业实习,创业公司,无关,技术岗,量化研究员,11000
322,自动化,3.5+,0,省奖,530 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,电子工程师,12000
323,工商管理,3.0-3.5,0,无,540 (通过),无,无,日常实习,四大会计师事务所,完全相关,非技术岗,供应链管理,11000
324,工商管理,3.5+,0,省奖,617 (通过),二级,无,日常实习,外资企业,完全相关,技术岗,财务分析师,10500
325,软件工程,3.0-3.5,0,无,452 (通过),三级,无,暑期实习,上市科技公司,部分相关,非技术岗,IT项目经理,14000
326,市场营销,3.0-3.5,0,无,465 (通过),无,无,暑期实习,金融机构,部分相关,非技术岗,供应链管理,9500
327,英语,2.0-3.0,0,无,317 (未通过),一级,新媒体,日常实习,传媒机构,完全相关,非技术岗,行政助理,8500
328,工商管理,2.0-3.0,0,无,300 (未通过),无,无,日常实习,外资企业,完全相关,技术岗,量化研究员,11000
329,软件工程,3.0-3.5,0,无,463 (通过),四级,无,暑期实习,上市科技公司,完全相关,非技术岗,IT项目经理,14000
330,材料工程,2.0-3.0,0,无,406 (未通过),二级,无,暑期实习,民营企业,完全相关,技术岗,结构工程师,10000
331,机械工程,3.5+,0,校奖,585 (通过),二级,无,暑期实习,央企,完全相关,非技术岗,质量检测员,10500
332,软件工程,3.5+,0,无,578 (通过),四级,电子工程,日常实习,中小型企业,无关,非技术岗,产品经理,12500
333,信息安全,3.5+,0,无,614 (通过),三级,无,暑期实习,上市科技公司,部分相关,非技术岗,IT项目经理,13500
334,自动化,3.5+,0,无,512 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,电子工程师,11500
335,英语,3.5+,0,国奖,524 (通过),一级,新媒体,暑期实习,教育机构,无关,非技术岗,教育培训,8000
336,会计学,3.0-3.5,0,省奖,393 (未通过),二级,心理学,日常实习,四大会计师事务所,完全相关,非技术岗,供应链管理,11500
337,通信工程,3.0-3.5,0,无,467 (通过),二级,无,暑期实习,行业龙头,完全相关,技术岗,自动化控制师,11500
338,金融学,3.0-3.5,0,无,309 (未通过),无,无,毕业实习,外资企业,部分相关,非技术岗,供应链管理,11000
339,会计学,3.0-3.5,0,无,445 (通过),二级,无,毕业实习,金融机构,完全相关,技术岗,量化研究员,10500
340,金融学,3.0-3.5,0,无,507 (通过),二级,无,日常实习,金融机构,部分相关,技术岗,量化研究员,12000
341,金融学,2.0-3.0,0,无,427 (通过),无,无,日常实习,金融机构,完全相关,技术岗,财务分析师,9500
342,电子工程,3.5+,0,校奖,506 (通过),三级,无,暑期实习,中小型企业,完全相关,技术岗,自动化控制师,12000
343,材料工程,3.0-3.5,0,省奖,455 (通过),二级,无,暑期实习,央企,部分相关,技术岗,材料研发员,9500
344,人工智能,2.0-3.0,0,无,353 (未通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,算法工程师,14000
345,自动化,3.0-3.5,0,无,444 (通过),二级,无,暑期实习,中小型企业,部分相关,技术岗,自动化控制师,12000
346,材料工程,2.0-3.0,0,无,450 (通过),三级,无,暑期实习,央企,完全相关,非技术岗,质量检测员,10500
347,自动化,3.0-3.5,0,校奖,513 (通过),三级,无,毕业实习,中小型企业,无关,技术岗,自动化控制师,13000
348,会计学,3.0-3.5,0,无,503 (通过),二级,心理学,暑期实习,外资企业,完全相关,技术岗,量化研究员,10000
349,自动化,3.5+,0,校奖,576 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,通信工程师,13000
350,通信工程,3.5+,0,校奖,542 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,电子工程师,11000
